EmployeeID,Age,Department,DistanceFromHome,EducationField,JobRole,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,YearsAtCompany,OverTime,Attrition
1076,32,Research & Development,9,Life Sciences,Manufacturing Director,High,23207,2,2,Yes,No
1077,21,Sales,3,Human Resources,Research Scientist,High,20510,4,5,No,Yes
1078,32,Research & Development,18,Marketing,Sales Executive,Medium,39203,3,4,No,Yes
1079,52,Sales,9,Technical Degree,Sales Executive,Medium,28100,2,1,No,Yes
1080,45,Research & Development,8,Other,Laboratory Technician,Medium,46365,4,0,Yes,No
1081,33,Human Resources,2,Technical Degree,Manufacturing Director,Medium,15255,2,2,No,Yes
1082,33,Marketing,14,Other,Research Scientist,Medium,20717,3,2,No,No
1083,33,Human Resources,1,Technical Degree,Sales Executive,Low,37264,4,4,Yes,No
1084,57,Human Resources,25,Marketing,Manufacturing Director,Low,75723,4,12,No,No
1085,40,Marketing,3,Other,Sales Representative,Medium,43881,2,0,No,No
1086,41,Marketing,1,Life Sciences,Manager,Medium,27046,4,1,Yes,No
1087,47,Finance,5,Other,Manager,High,17244,1,1,Yes,No
1088,39,Finance,1,Medical,Human Resources,Low,26267,3,3,Yes,Yes
1089,34,Human Resources,11,Life Sciences,Research Scientist,High,35552,7,2,Yes,Yes
1090,35,Human Resources,23,Medical,Manufacturing Director,Medium,11171,1,6,No,No
1091,36,Sales,18,Technical Degree,Healthcare Representative,Medium,19797,1,1,Yes,Yes
1092,36,Sales,1,Life Sciences,Sales Executive,Medium,25115,2,4,Yes,No
1093,44,Finance,1,Technical Degree,Research Director,Medium,31929,0,10,No,No
1094,37,Finance,16,Human Resources,Research Director,Low,35342,4,12,No,Yes
1095,44,Sales,25,Technical Degree,Manager,Medium,26757,3,15,No,No
1096,36,Sales,6,Technical Degree,Healthcare Representative,High,46767,3,7,No,No
1097,37,Research & Development,6,Medical,Research Director,Medium,38651,1,11,No,Yes
1098,18,Research & Development,3,Other,Laboratory Technician,Medium,30181,1,1,Yes,No
1099,46,Sales,22,Human Resources,Laboratory Technician,High,50105,1,1,No,No
1100,40,Research & Development,10,Technical Degree,Research Scientist,High,48096,8,0,No,Yes
1101,46,Marketing,3,Technical Degree,Healthcare Representative,Medium,17555,0,6,No,No
1102,18,Finance,3,Human Resources,Laboratory Technician,Medium,35738,3,13,No,Yes
1103,57,Finance,22,Human Resources,Laboratory Technician,High,56677,2,1,No,No
1104,35,Sales,1,Life Sciences,Manager,Medium,61620,6,5,No,Yes
1105,48,Human Resources,3,Medical,Research Director,Medium,43715,4,6,Yes,No
1106,26,Sales,8,Human Resources,Research Scientist,Medium,32317,2,13,Yes,No
1107,43,Research & Development,1,Human Resources,Manufacturing Director,High,44831,1,5,No,No
1108,26,Human Resources,1,Marketing,Sales Representative,Low,54387,2,17,No,No
1109,30,Research & Development,16,Other,Sales Executive,High,38480,2,2,Yes,Yes
1110,56,Marketing,22,Human Resources,Sales Executive,Low,40712,1,2,No,Yes
1111,35,Research & Development,17,Medical,Sales Representative,High,32051,1,3,Yes,No
1112,39,Marketing,22,Other,Sales Representative,Medium,18612,2,2,Yes,Yes
1113,45,Marketing,8,Other,Sales Executive,Medium,33283,4,0,No,No
1114,41,Research & Development,16,Technical Degree,Sales Executive,High,25885,1,6,Yes,Yes
1115,38,Research & Development,4,Technical Degree,Manufacturing Director,Medium,25926,1,6,Yes,No
1116,40,Marketing,10,Technical Degree,Healthcare Representative,Medium,74378,4,6,Yes,No
1117,61,Human Resources,44,Technical Degree,Healthcare Representative,Low,58441,5,2,No,No
1118,36,Marketing,2,Marketing,Manufacturing Director,Low,15572,1,3,Yes,No
1119,39,Finance,4,Human Resources,Research Director,Medium,21111,1,2,No,No
1120,47,Marketing,6,Technical Degree,Sales Representative,Medium,30279,3,0,No,No
1121,48,Human Resources,1,Life Sciences,Human Resources,Low,26362,1,4,No,Yes
1122,48,Finance,1,Technical Degree,Sales Representative,Low,42561,3,0,Yes,No
1123,43,Sales,17,Human Resources,Sales Executive,Medium,19500,0,0,No,Yes
1124,25,Sales,37,Technical Degree,Sales Representative,Medium,58645,1,7,Yes,No
1125,53,Human Resources,5,Marketing,Sales Executive,High,35525,4,0,No,Yes
1126,25,Marketing,1,Medical,Sales Representative,Low,30630,2,15,No,Yes
1127,40,Research & Development,1,Medical,Research Director,Low,36056,1,3,Yes,No
1128,29,Human Resources,22,Human Resources,Human Resources,High,29473,2,20,No,No
1129,36,Finance,6,Medical,Laboratory Technician,Medium,13156,1,0,Yes,Yes
1130,40,Finance,3,Medical,Manufacturing Director,High,36532,0,4,Yes,No
1131,40,Sales,6,Life Sciences,Manufacturing Director,High,30934,2,2,No,No
1132,41,Finance,3,Human Resources,Human Resources,High,22533,4,9,No,No
1133,53,Human Resources,6,Human Resources,Sales Representative,Low,62863,7,2,Yes,No
1134,41,Finance,19,Medical,Laboratory Technician,High,50752,5,1,Yes,Yes
1135,34,Human Resources,8,Medical,Healthcare Representative,High,122937,2,9,Yes,Yes
1136,46,Research & Development,11,Medical,Sales Representative,Medium,55128,2,2,No,No
1137,48,Sales,4,Other,Research Director,Medium,26325,2,0,No,Yes
1138,24,Finance,13,Marketing,Sales Executive,Medium,23088,2,2,Yes,No
1139,42,Human Resources,10,Technical Degree,Research Scientist,Low,28363,3,5,Yes,Yes
1140,44,Marketing,1,Marketing,Sales Representative,Medium,26021,3,1,No,No
1141,34,Sales,8,Human Resources,Research Scientist,Medium,38345,5,2,No,Yes
1142,50,Research & Development,2,Life Sciences,Sales Representative,Medium,16824,7,0,No,No
1143,35,Human Resources,16,Technical Degree,Human Resources,Medium,50193,2,4,No,No
1144,38,Research & Development,5,Life Sciences,Research Scientist,Medium,38009,3,7,Yes,No
1145,35,Research & Development,50,Other,Sales Representative,Medium,47393,3,2,No,No
1146,37,Finance,1,Human Resources,Manufacturing Director,High,20494,2,2,No,No
1147,26,Finance,15,Other,Research Scientist,Low,41082,0,0,No,Yes
1148,22,Human Resources,11,Human Resources,Sales Representative,Medium,69535,1,1,Yes,No
1149,52,Marketing,14,Life Sciences,Healthcare Representative,Low,23617,3,0,No,Yes
1150,28,Human Resources,3,Life Sciences,Sales Executive,Medium,23296,3,3,No,Yes
1151,27,Marketing,6,Life Sciences,Healthcare Representative,High,51843,2,3,No,Yes
1152,18,Research & Development,15,Human Resources,Laboratory Technician,High,22369,3,14,No,Yes
1153,30,Sales,2,Medical,Sales Representative,Medium,32317,2,0,No,No
1154,23,Human Resources,2,Life Sciences,Manager,High,75952,4,4,No,Yes
1155,53,Human Resources,8,Other,Research Director,Low,23462,4,3,No,No
1156,47,Marketing,7,Technical Degree,Healthcare Representative,Medium,78607,1,3,No,No
1157,30,Research & Development,3,Human Resources,Research Scientist,Low,30702,3,10,Yes,Yes
1158,59,Research & Development,3,Other,Human Resources,High,20731,5,1,No,Yes
1159,46,Marketing,3,Marketing,Research Director,Medium,49111,1,0,No,No
1160,33,Research & Development,14,Marketing,Manager,Medium,38325,1,5,No,No
1161,18,Finance,10,Technical Degree,Sales Representative,High,36555,2,2,No,No
1162,59,Sales,17,Medical,Human Resources,Low,24726,2,0,No,Yes
1163,23,Human Resources,37,Life Sciences,Sales Representative,Low,38186,1,1,No,Yes
1164,20,Sales,6,Human Resources,Laboratory Technician,High,12915,6,1,Yes,No
1165,47,Human Resources,1,Other,Manager,Medium,40513,1,4,Yes,No
1166,61,Finance,1,Life Sciences,Sales Representative,Low,69468,3,0,Yes,No
1167,50,Research & Development,3,Other,Research Scientist,Medium,15022,3,2,No,No
1168,42,Marketing,26,Human Resources,Laboratory Technician,Medium,29632,2,3,Yes,Yes
1169,42,Finance,7,Marketing,Manufacturing Director,Low,23451,2,3,Yes,Yes
1170,45,Sales,3,Life Sciences,Manager,Medium,17059,0,18,Yes,Yes
1171,44,Marketing,5,Technical Degree,Sales Executive,Low,13011,3,0,No,Yes
1172,39,Research & Development,9,Medical,Human Resources,Medium,20122,6,15,No,No
1173,38,Finance,10,Technical Degree,Healthcare Representative,High,32170,2,4,Yes,Yes
1174,36,Marketing,1,Medical,Sales Representative,High,64509,0,7,No,No
1175,29,Finance,37,Other,Human Resources,Medium,16960,4,2,No,Yes
1176,34,Finance,7,Life Sciences,Human Resources,Low,42074,0,3,Yes,No
1177,20,Research & Development,1,Life Sciences,Sales Executive,High,40530,1,10,No,No
1178,36,Human Resources,22,Medical,Sales Executive,Medium,83782,4,11,No,No
1179,27,Marketing,1,Marketing,Laboratory Technician,Low,48315,3,1,Yes,Yes
1180,25,Research & Development,23,Human Resources,Manager,High,49726,0,1,Yes,No
1181,38,Finance,50,Technical Degree,Research Scientist,High,51516,1,3,No,No
1182,50,Research & Development,12,Other,Sales Executive,High,22876,6,11,No,Yes
1183,46,Human Resources,14,Technical Degree,Sales Executive,High,27271,2,1,Yes,No
1184,21,Marketing,4,Technical Degree,Healthcare Representative,Medium,63477,4,5,No,No
1185,27,Human Resources,28,Other,Manufacturing Director,Medium,13024,0,6,No,No
1186,46,Sales,7,Other,Sales Executive,Medium,25818,3,7,No,No
1187,27,Marketing,13,Life Sciences,Manufacturing Director,Medium,18668,5,4,Yes,No
1188,34,Human Resources,25,Technical Degree,Laboratory Technician,Medium,40827,2,2,No,Yes
1189,42,Finance,36,Human Resources,Research Scientist,High,29413,5,17,No,No
1190,27,Marketing,17,Human Resources,Human Resources,High,49661,1,4,No,Yes
1191,38,Marketing,3,Medical,Sales Executive,Medium,34389,3,6,No,No
1192,23,Research & Development,33,Other,Sales Representative,High,16763,1,2,No,No
1193,30,Finance,9,Life Sciences,Manufacturing Director,High,17155,1,5,No,No
1194,40,Sales,26,Human Resources,Healthcare Representative,Medium,36205,2,1,No,Yes
1195,21,Human Resources,11,Marketing,Healthcare Representative,Medium,24696,5,1,No,No
1196,41,Research & Development,3,Life Sciences,Sales Executive,Medium,27824,1,6,No,No
1197,36,Human Resources,4,Life Sciences,Manager,Medium,58058,4,3,Yes,No
1198,42,Sales,7,Human Resources,Human Resources,Low,53077,1,5,No,No
1199,39,Sales,15,Marketing,Research Scientist,Medium,89220,3,1,Yes,Yes
1200,50,Marketing,3,Medical,Sales Representative,Medium,31002,2,4,No,No
1201,38,Sales,8,Human Resources,Manager,Medium,26355,1,2,No,No
1202,32,Human Resources,4,Marketing,Healthcare Representative,High,44761,2,4,No,No
1203,38,Finance,16,Life Sciences,Manufacturing Director,Low,27435,1,1,Yes,Yes
1204,42,Finance,6,Marketing,Manufacturing Director,High,27888,1,6,No,No
1205,37,Marketing,1,Life Sciences,Manager,Medium,32825,2,8,No,No
1206,37,Human Resources,1,Human Resources,Manufacturing Director,Low,82981,3,1,Yes,No
1207,29,Human Resources,1,Other,Healthcare Representative,High,51636,0,1,No,Yes
1208,30,Sales,6,Human Resources,Manager,Medium,54415,1,5,No,No
1209,22,Human Resources,1,Technical Degree,Healthcare Representative,Medium,81139,1,5,No,Yes
1210,54,Research & Development,1,Technical Degree,Sales Representative,High,57026,5,6,No,No
1211,24,Sales,28,Technical Degree,Human Resources,Medium,20625,1,5,No,No
1212,30,Research & Development,20,Human Resources,Sales Representative,Medium,56595,1,2,No,No
1213,29,Marketing,6,Medical,Sales Representative,Low,60302,1,2,Yes,Yes
1214,45,Finance,42,Human Resources,Manufacturing Director,High,50308,4,1,Yes,No
1215,34,Marketing,1,Other,Sales Executive,Medium,32934,2,0,No,Yes
1216,49,Finance,9,Marketing,Research Director,Medium,47722,3,5,No,No
1217,30,Marketing,9,Human Resources,Manufacturing Director,Medium,35949,1,0,Yes,Yes
1218,39,Human Resources,6,Human Resources,Sales Executive,Medium,22269,1,13,Yes,Yes
1219,28,Research & Development,5,Life Sciences,Healthcare Representative,High,25214,1,8,No,No
1220,58,Finance,6,Life Sciences,Research Director,Medium,51630,2,9,No,No
1221,25,Sales,5,Life Sciences,Manufacturing Director,Medium,23088,6,11,Yes,Yes
1222,40,Research & Development,13,Human Resources,Research Director,Medium,24202,2,2,No,No
1223,43,Sales,1,Medical,Research Director,High,52928,8,9,Yes,Yes
1224,41,Research & Development,2,Marketing,Laboratory Technician,Medium,38827,5,0,No,Yes
1225,35,Research & Development,1,Marketing,Human Resources,High,48464,3,0,No,No
1226,35,Marketing,3,Other,Laboratory Technician,High,19643,5,7,No,No
1227,37,Finance,7,Medical,Sales Executive,Medium,47796,0,0,No,Yes
1228,35,Finance,1,Medical,Research Scientist,Medium,26107,1,22,No,No
1229,46,Research & Development,20,Marketing,Manager,Medium,21841,4,5,Yes,Yes
1230,59,Human Resources,3,Technical Degree,Research Scientist,High,28207,1,7,Yes,No
1231,31,Human Resources,1,Life Sciences,Manager,Medium,71756,0,1,No,No
1232,23,Sales,11,Life Sciences,Sales Executive,Medium,30265,1,5,No,No
1233,36,Sales,1,Marketing,Sales Executive,High,109173,2,0,No,No
1234,62,Marketing,9,Medical,Healthcare Representative,Medium,12950,0,9,No,No
1235,28,Research & Development,11,Other,Human Resources,Medium,16761,5,0,No,Yes
1236,53,Sales,2,Technical Degree,Research Director,Medium,70410,3,5,Yes,Yes
1237,53,Sales,1,Marketing,Laboratory Technician,Low,79841,4,1,No,No
1238,31,Research & Development,4,Life Sciences,Laboratory Technician,High,23582,1,0,No,No
1239,42,Marketing,1,Human Resources,Sales Executive,Low,37588,3,3,No,No
1240,53,Sales,1,Medical,Laboratory Technician,Medium,51849,1,0,No,No
1241,33,Marketing,2,Human Resources,Sales Executive,High,32380,2,6,No,No
1242,34,Finance,3,Other,Research Director,Medium,39141,5,1,No,No
1243,31,Marketing,7,Marketing,Sales Executive,High,36514,2,2,No,No
1244,26,Human Resources,11,Life Sciences,Healthcare Representative,High,17314,2,4,No,No
1245,30,Human Resources,8,Technical Degree,Human Resources,Medium,30566,5,1,No,No
1246,24,Marketing,1,Human Resources,Sales Representative,Low,36540,1,2,No,No
1247,37,Human Resources,1,Technical Degree,Manufacturing Director,High,38237,3,8,No,No
1248,29,Finance,21,Other,Human Resources,Medium,15286,2,0,No,Yes
1249,39,Research & Development,8,Life Sciences,Human Resources,Low,52936,3,0,No,Yes
1250,21,Human Resources,20,Human Resources,Research Scientist,High,38744,4,1,No,Yes
1251,40,Human Resources,4,Other,Manager,Low,21424,3,2,No,No
1252,45,Marketing,9,Technical Degree,Manufacturing Director,High,89279,5,3,Yes,No
1253,18,Finance,7,Technical Degree,Research Director,Low,30537,1,2,No,Yes
1254,40,Research & Development,3,Human Resources,Sales Representative,Low,31545,1,7,No,No
1255,49,Marketing,6,Life Sciences,Sales Representative,Low,50053,1,0,Yes,No
1256,24,Marketing,6,Technical Degree,Human Resources,High,93153,1,2,No,No
1257,53,Finance,2,Marketing,Healthcare Representative,Medium,51047,2,2,No,No
1258,41,Research & Development,3,Other,Manager,High,54888,3,5,No,No
1259,29,Finance,15,Human Resources,Sales Executive,Medium,22008,4,16,No,No
1260,36,Research & Development,24,Medical,Manager,Medium,37929,3,3,No,No
1261,42,Finance,4,Medical,Research Scientist,Medium,27829,1,21,Yes,No
1262,37,Marketing,3,Life Sciences,Manager,Medium,51640,6,1,No,Yes
1263,42,Marketing,2,Marketing,Human Resources,Medium,54094,1,0,Yes,Yes
1264,27,Sales,11,Technical Degree,Research Director,Medium,82175,1,0,Yes,Yes
1265,38,Human Resources,3,Medical,Human Resources,Medium,12342,4,2,No,No
1266,22,Finance,44,Life Sciences,Research Director,High,26494,4,1,No,No
1267,35,Sales,3,Other,Laboratory Technician,Low,69572,3,0,No,Yes
1268,27,Human Resources,5,Marketing,Research Director,High,18019,2,2,No,Yes
1269,29,Finance,9,Marketing,Manager,Low,54329,2,2,No,No
1270,49,Research & Development,16,Life Sciences,Manager,Medium,64023,3,0,No,No
1271,47,Human Resources,6,Life Sciences,Manager,Medium,35804,2,1,No,Yes
1272,43,Marketing,5,Technical Degree,Laboratory Technician,Medium,17841,2,10,Yes,Yes
1273,26,Sales,50,Life Sciences,Sales Executive,Medium,34174,4,1,Yes,Yes
1274,33,Human Resources,1,Technical Degree,Manufacturing Director,Medium,75307,2,6,No,No
1275,49,Human Resources,22,Technical Degree,Manager,Medium,78394,2,4,Yes,No
1276,38,Marketing,1,Human Resources,Research Scientist,High,40293,2,2,No,No
1277,60,Finance,15,Marketing,Sales Representative,Medium,22278,1,1,No,No
1278,40,Research & Development,9,Other,Sales Representative,High,86612,3,2,Yes,No
1279,38,Marketing,4,Marketing,Manufacturing Director,Medium,54746,4,4,No,Yes
1280,33,Research & Development,20,Marketing,Manufacturing Director,Medium,23022,4,2,Yes,No
1281,38,Finance,1,Human Resources,Sales Executive,Medium,43099,2,1,No,No
1282,35,Human Resources,2,Technical Degree,Research Scientist,Medium,42124,2,0,No,No
1283,44,Research & Development,8,Technical Degree,Human Resources,Medium,26412,3,10,No,No
1284,46,Sales,4,Life Sciences,Research Director,Medium,43219,3,2,Yes,No
1285,29,Sales,9,Human Resources,Research Director,Low,63138,8,4,No,Yes
1286,23,Marketing,1,Life Sciences,Human Resources,Medium,31315,2,3,Yes,No
1287,18,Finance,1,Human Resources,Sales Representative,Low,66445,1,10,No,Yes
1288,42,Marketing,1,Life Sciences,Human Resources,Medium,15098,6,3,No,No
1289,25,Marketing,2,Medical,Research Scientist,Medium,110098,5,3,No,No
1290,18,Marketing,6,Marketing,Manager,High,37371,4,12,No,No
1291,40,Sales,13,Marketing,Laboratory Technician,High,62100,3,6,No,No
1292,61,Sales,23,Other,Manager,Low,40510,2,0,Yes,Yes
1293,36,Marketing,18,Technical Degree,Laboratory Technician,High,24058,3,0,Yes,No
1294,45,Sales,2,Other,Research Director,High,35660,2,7,No,No
1295,37,Finance,5,Medical,Manufacturing Director,Medium,13978,2,9,Yes,Yes
1296,36,Marketing,2,Other,Manager,Medium,51235,6,3,No,No
1297,46,Sales,3,Marketing,Human Resources,High,40009,4,4,No,No
1298,34,Research & Development,7,Technical Degree,Research Scientist,Medium,32998,3,4,No,No
1299,39,Marketing,1,Medical,Research Scientist,High,52910,5,2,No,Yes
1300,40,Marketing,2,Marketing,Sales Representative,Low,37003,3,5,No,No
1301,30,Finance,27,Life Sciences,Research Scientist,Low,49188,1,0,No,Yes
1302,46,Human Resources,6,Human Resources,Research Scientist,Medium,58756,3,16,No,No
1303,35,Human Resources,5,Medical,Manufacturing Director,Medium,27594,2,6,No,No
1304,29,Finance,1,Technical Degree,Human Resources,High,23915,1,4,No,Yes
1305,42,Finance,2,Other,Research Director,High,15347,2,1,No,No
1306,28,Finance,20,Other,Research Scientist,Medium,38610,2,0,No,No
1307,37,Human Resources,1,Medical,Research Director,Low,45526,1,2,No,No
1308,36,Finance,5,Technical Degree,Manufacturing Director,High,18735,2,5,Yes,No
1309,47,Sales,1,Medical,Research Scientist,Medium,73879,4,5,No,No
1310,41,Marketing,6,Technical Degree,Sales Representative,Low,24072,3,2,No,No
1311,36,Marketing,1,Other,Manager,Medium,12685,1,4,No,No
1312,45,Research & Development,17,Marketing,Healthcare Representative,High,76681,3,8,Yes,Yes
1313,50,Research & Development,17,Life Sciences,Sales Executive,High,13541,4,0,No,No
1314,42,Marketing,15,Marketing,Research Scientist,Medium,58811,2,2,No,No
1315,37,Sales,3,Life Sciences,Research Director,Medium,52081,1,7,No,No
1316,23,Human Resources,18,Other,Sales Executive,High,42607,3,3,No,Yes
1317,26,Human Resources,7,Marketing,Laboratory Technician,Medium,27962,3,5,Yes,No
1318,33,Sales,4,Marketing,Research Scientist,Medium,46695,1,3,No,No
1319,30,Human Resources,9,Medical,Healthcare Representative,Medium,61343,2,24,No,Yes
1320,35,Finance,1,Human Resources,Manufacturing Director,High,22183,6,0,No,No
1321,37,Marketing,1,Other,Sales Representative,Medium,59171,2,3,No,No
1322,42,Marketing,13,Technical Degree,Healthcare Representative,Low,57840,0,0,Yes,Yes
1323,36,Sales,2,Other,Research Director,Medium,42046,0,0,No,Yes
1324,41,Human Resources,9,Technical Degree,Manufacturing Director,Medium,27750,6,2,Yes,Yes
1325,37,Research & Development,4,Technical Degree,Manager,Medium,57972,1,0,No,Yes
1326,18,Research & Development,19,Life Sciences,Manufacturing Director,Low,46824,2,16,No,No
1327,27,Human Resources,30,Technical Degree,Research Scientist,Medium,21851,2,14,No,No
1328,35,Research & Development,21,Technical Degree,Sales Executive,Medium,30221,4,2,No,No
1329,24,Sales,3,Medical,Sales Executive,Low,54694,2,5,No,Yes
1330,42,Sales,2,Marketing,Research Director,Low,38456,2,3,No,Yes
1331,52,Human Resources,6,Other,Manufacturing Director,High,62504,3,8,No,No
1332,49,Research & Development,1,Other,Healthcare Representative,High,30612,2,4,No,No
1333,34,Sales,1,Technical Degree,Research Director,Medium,22027,6,0,No,Yes
1334,51,Sales,8,Human Resources,Sales Representative,High,108749,0,7,No,No
1335,38,Finance,7,Other,Research Director,Medium,15670,6,6,No,No
1336,33,Finance,50,Technical Degree,Research Director,High,28284,3,3,Yes,No
1337,30,Sales,2,Life Sciences,Manager,Medium,41767,4,11,No,No
1338,33,Human Resources,2,Life Sciences,Research Scientist,Medium,59458,2,11,No,No
1339,33,Marketing,1,Life Sciences,Manager,Low,50172,1,3,No,Yes
1340,38,Marketing,24,Technical Degree,Sales Executive,Medium,115338,4,4,No,Yes
1341,38,Sales,15,Medical,Sales Executive,High,34241,0,28,No,Yes
1342,37,Sales,17,Human Resources,Laboratory Technician,Medium,23470,5,1,No,No
1343,41,Sales,23,Technical Degree,Laboratory Technician,Medium,32537,2,1,No,No
1344,48,Human Resources,7,Medical,Healthcare Representative,Low,30946,3,1,No,Yes
1345,46,Finance,6,Medical,Sales Executive,High,35096,0,11,No,Yes
1346,22,Sales,4,Other,Manager,Medium,22220,2,6,Yes,No
1347,18,Sales,8,Technical Degree,Sales Representative,Medium,53746,2,0,No,Yes
1348,46,Research & Development,6,Technical Degree,Laboratory Technician,High,43713,1,20,No,No
1349,23,Human Resources,6,Medical,Manufacturing Director,Low,19303,5,6,No,No
1350,34,Sales,27,Medical,Laboratory Technician,Medium,58924,3,9,Yes,No
1351,25,Research & Development,41,Medical,Sales Executive,High,24203,2,0,Yes,Yes
1352,18,Marketing,15,Other,Research Director,Medium,20102,1,3,No,Yes
1353,42,Sales,14,Technical Degree,Research Scientist,Medium,37936,4,5,Yes,Yes
1354,44,Sales,11,Medical,Sales Executive,Medium,15079,6,3,No,Yes
1355,31,Research & Development,1,Life Sciences,Research Director,High,48764,4,5,No,No
1356,18,Human Resources,1,Technical Degree,Sales Representative,Low,8783,3,8,No,Yes
1357,31,Sales,11,Other,Sales Representative,High,21705,2,2,Yes,Yes
1358,40,Marketing,13,Life Sciences,Manufacturing Director,High,79823,2,9,No,No
1359,22,Sales,1,Marketing,Human Resources,Low,25762,1,0,No,Yes
1360,38,Marketing,26,Technical Degree,Manager,High,28119,4,1,No,No
1361,36,Finance,1,Marketing,Research Scientist,Medium,68653,0,0,No,Yes
1362,42,Finance,3,Medical,Sales Executive,Medium,24430,2,2,No,No
1363,38,Marketing,11,Other,Sales Executive,High,53194,3,2,Yes,Yes
1364,27,Human Resources,1,Medical,Human Resources,High,65322,3,8,No,No
1365,48,Sales,1,Other,Manufacturing Director,Low,46132,4,5,No,No
1366,35,Sales,4,Human Resources,Healthcare Representative,Medium,17633,1,2,No,Yes
1367,36,Finance,14,Medical,Laboratory Technician,Medium,26849,0,5,No,No
1368,27,Marketing,5,Marketing,Manufacturing Director,Medium,141041,2,0,No,No
1369,32,Sales,10,Other,Research Director,Medium,28416,1,0,Yes,No
1370,28,Sales,8,Medical,Manufacturing Director,Low,161646,1,4,No,Yes
1371,35,Human Resources,1,Technical Degree,Human Resources,Medium,85347,3,5,No,No
1372,54,Research & Development,44,Other,Human Resources,Medium,47076,1,7,No,No
1373,23,Finance,1,Other,Manager,Low,42134,0,2,No,Yes
1374,20,Finance,34,Medical,Research Scientist,High,28784,3,6,No,No
1375,51,Research & Development,7,Human Resources,Sales Representative,High,34736,1,5,No,No
1376,34,Sales,33,Medical,Human Resources,Medium,25735,4,16,No,No
1377,30,Human Resources,1,Marketing,Manager,Medium,35178,4,1,Yes,Yes
1378,47,Human Resources,6,Marketing,Laboratory Technician,Medium,18377,2,4,No,No
1379,30,Finance,1,Other,Sales Representative,Medium,17892,1,4,No,No
1380,55,Human Resources,1,Other,Healthcare Representative,Medium,69599,3,33,No,No
1381,43,Research & Development,9,Medical,Sales Executive,High,16217,6,1,Yes,No
1382,32,Sales,2,Marketing,Laboratory Technician,Low,56560,1,3,No,Yes
1383,58,Research & Development,8,Marketing,Healthcare Representative,Low,14084,2,2,No,Yes
1384,30,Marketing,1,Human Resources,Sales Representative,Low,49752,2,3,No,No
1385,44,Finance,4,Technical Degree,Laboratory Technician,Low,32735,2,1,No,No
1386,39,Human Resources,15,Human Resources,Manager,Low,70309,5,0,No,Yes
1387,50,Marketing,5,Life Sciences,Healthcare Representative,High,30760,4,4,No,No
1388,52,Human Resources,9,Human Resources,Sales Executive,Medium,13296,3,2,No,No
1389,37,Sales,10,Medical,Manager,Low,33056,4,1,No,No
1390,29,Sales,18,Technical Degree,Research Director,Medium,39333,1,1,Yes,Yes
1391,41,Sales,3,Medical,Sales Executive,High,33996,2,0,No,No
1392,30,Human Resources,11,Life Sciences,Research Scientist,Medium,48414,3,15,Yes,No
1393,57,Marketing,32,Technical Degree,Manufacturing Director,Medium,27386,5,4,No,No
1394,38,Sales,13,Other,Research Scientist,High,19308,4,8,No,No
1395,33,Marketing,6,Marketing,Human Resources,Medium,22030,3,2,Yes,No
1396,38,Human Resources,9,Human Resources,Research Director,Medium,28060,0,11,No,No
1397,23,Marketing,13,Medical,Research Director,Medium,27940,3,3,No,No
1398,27,Human Resources,9,Life Sciences,Manufacturing Director,Medium,120941,1,4,No,Yes
1399,49,Human Resources,1,Marketing,Healthcare Representative,Medium,68019,1,3,Yes,No
1400,30,Finance,2,Human Resources,Manufacturing Director,Medium,51192,2,6,No,No
1401,26,Human Resources,16,Marketing,Human Resources,Medium,45388,1,4,Yes,No
1402,42,Human Resources,3,Human Resources,Research Scientist,Medium,42187,2,1,Yes,Yes
1403,48,Research & Development,13,Other,Research Director,Low,42298,4,0,Yes,Yes
1404,44,Sales,4,Technical Degree,Research Scientist,Low,39404,3,4,No,Yes
1405,46,Finance,7,Marketing,Sales Executive,Medium,37051,1,3,Yes,Yes
1406,29,Finance,1,Marketing,Laboratory Technician,High,12759,4,0,Yes,Yes
1407,22,Finance,1,Marketing,Human Resources,Medium,30195,2,2,No,Yes
1408,52,Research & Development,31,Technical Degree,Laboratory Technician,Medium,32204,4,3,No,No
1409,33,Human Resources,22,Life Sciences,Human Resources,Medium,24972,3,8,Yes,No
1410,34,Sales,10,Human Resources,Sales Representative,Low,27500,2,0,No,Yes
1411,50,Marketing,6,Other,Sales Executive,Low,42208,2,2,No,No
1412,42,Human Resources,11,Marketing,Healthcare Representative,Medium,53305,4,8,Yes,No
1413,41,Research & Development,9,Technical Degree,Human Resources,Low,42176,3,5,No,Yes
1414,58,Human Resources,8,Life Sciences,Laboratory Technician,Low,52639,2,1,Yes,Yes
1415,30,Human Resources,1,Human Resources,Human Resources,High,53106,0,9,Yes,No
1416,46,Research & Development,10,Technical Degree,Healthcare Representative,Low,31261,1,3,No,No
1417,37,Finance,14,Other,Human Resources,Medium,47223,1,3,Yes,No
1418,39,Finance,50,Other,Manager,Medium,15166,1,18,Yes,No
1419,52,Sales,1,Human Resources,Human Resources,Medium,29966,3,14,No,No
1420,42,Sales,13,Marketing,Sales Representative,Medium,28256,2,2,No,Yes
1421,42,Finance,8,Other,Sales Representative,Medium,78093,2,0,No,No
1422,47,Marketing,5,Life Sciences,Research Director,Medium,42982,1,1,No,Yes
1423,33,Human Resources,1,Technical Degree,Sales Representative,High,18634,3,0,No,Yes
